animal_name,animal_type,primary_breed,primary_color,sex,animal_size,dob,intake_date,outcome_date,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_cond,outcome_cond,crossing
LOVE,DOG,CHIHUAHUA SH,TAN,F,SMALL,00:00.0,2/29/2024,2/29/2024,OWNER SUR,OTC,EUTH,U/U EQ,AGED,U/U MED SV,"3047 W 47TH AVE, DENVER CO 80211"
,DOG,SIBERIAN HUSKY,WHITE,F,MED,,2/29/2024,3/3/2024,STRAY,FIELD,DISPOSAL,DOA,DEAD,DEAD,"5531 N ABILENE ST, DENVER CO 80239"
CHESTER,DOG,ALASK MALAMUTE,BLACK,M,LARGE,00:00.0,2/29/2024,3/4/2024,STRAY,FIELD,EUTH,,NORMAL,U/U HIS AG,"8580 E LOWRY BLVD, DENVER CO 80230"
,DOG,CHIHUAHUA SH,TAN,U,SMALL,,3/1/2024,3/5/2024,STRAY,DROP BOX,EUTH,,FEARFUL,U/U AGG,"908 30TH ST, DENVER CO 80205"
KILLIAN,DOG,CHIHUAHUA SH,TAN,N,SMALL,00:00.0,3/1/2024,3/11/2024,STRAY,DROP BOX,TRANSFER,POSO,FEARFUL,T/M FEARFU,"908 30TH ST, DENVER CO 80205"
KILLIAN,DOG,CHIHUAHUA SH,TAN,N,SMALL,00:00.0,4/28/2024,4/28/2024,OWNER SUR,OTC,EUTH,U/U EQ,AGGRESSIVE,AGGRESSIVE,"626 VALLEY LN, BOULDER, CO 80302"
TAMALITO,DOG,POMERANIAN,RED,N,SMALL,00:00.0,3/1/2024,3/4/2024,TRANSFR IN,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"2080 S QUEBEC ST, DENVER, CO 80231"
ROCKY,DOG,POODLE TOY,WHITE,N,SMALL,00:00.0,3/1/2024,3/4/2024,TRANSFR IN,OTC,ADOPTION,EMAIL,NORMAL,T/M GERAT,"2080 S QUEBEC ST, DENVER, CO 80231"
HONEY,DOG,CHIHUAHUA SH,BROWN,S,SMALL,00:00.0,3/1/2024,3/11/2024,TRANSFR IN,OTC,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"2080 S QUEBEC ST, DENVER, CO 80231"
HONEY,DOG,CHIHUAHUA SH,BROWN,S,SMALL,00:00.0,3/21/2024,3/22/2024,RETURN SUR,OTC,PICK UP SN,,NORMAL,NORMAL,RETURN FOR DENTAL
APRIL,OTHER,TORTOISE,TAN,F,SMALL,00:00.0,3/1/2024,3/8/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M EXOTIC,"5259 N FAIRPLAY ST, DENVER CO 80239"
CHICO,DOG,CHIHUAHUA SH,BROWN,N,SMALL,00:00.0,3/1/2024,3/1/2024,STRAY,FIELD,RTO,EMAIL,NORMAL,NORMAL,"2639 S PATTON CT, DENVER CO 80219"
CHICO,DOG,CHIHUAHUA SH,BROWN,N,SMALL,00:00.0,3/4/2024,3/4/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
TOTO,DOG,CAIRN TERRIER,BROWN,S,SMALL,00:00.0,3/1/2024,3/7/2024,STRAY,FIELD,ADOPTION,EMAIL,NORMAL,T/M MED MO,"3800 W ARIZONA AVE, DENVER CO 80219"
,CAT,DOMESTIC MH,BLACK,M,MED,,3/1/2024,3/1/2024,STRAY,FIELD,EUTH,,SICK,U/U MED ER,"5292 N SCRANTON ST, DENVER CO 80239"
HARLEY QUINN,CAT,SIAMESE,SEAL,F,SMALL,00:00.0,3/1/2024,3/1/2024,OWNER SUR,OTC,DISPOSAL,DOA,DEAD,CREMATION,"6820 NIAGARA ST. COMMERCE CITY, CO 80022"
ZELDA,DOG,BOERBOEL,TAN,S,X-LRG,00:00.0,3/1/2024,3/1/2024,STRAY TAGS,FIELD,RTO,FIELD,FEARFUL,NORMAL,"2173 S EATON ST, DENVER CO 80227"
BABY,DOG,CHIHUAHUA SH,GRAY,S,TOY,00:00.0,3/1/2024,3/26/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/R TO YNG,"FEDERAL & ALAMDEDA, DENVER, CO"
APOLLO,DOG,PIT BULL,BROWN,M,PUPPY,00:00.0,3/1/2024,3/2/2024,OWNER SUR,OTC,EUTH,,NORMAL,U/U HIS AG,"4900 N TRENTON ST, DENVER CO 80216"
SHELBY,DOG,FRENCH BULLDOG,DAPPLE,S,SMALL,00:00.0,3/1/2024,3/4/2024,STRAY TAGS,OTC,RTO,EMAIL,NORMAL,NORMAL,"1690 S QUIETO CT, DENVER, CO 80223"
TACO,DOG,CHIHUAHUA SH,BLACK,N,SMALL,00:00.0,3/1/2024,3/5/2024,CONFISCATE,OWNER HOSP,RTO,OFFICE,NORMAL,NORMAL,"1830 N GAYLORD ST, DENVER CO 80206"
BANE,DOG,ENG BULLDOG,BLACK,N,MED,00:00.0,3/1/2024,3/2/2024,STRAY,FIELD,RTO,OFFICE,NORMAL,NORMAL,"12552 E ELMENDORF PL, DENVER CO 80239"
BANE,DOG,ENG BULLDOG,BLACK,N,MED,00:00.0,6/12/2024,6/12/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
ZELDA,CAT,DOMESTIC SH,GRAY,F,SMALL,00:00.0,3/1/2024,3/5/2024,OWNER SUR,NONCONFIRM,TRANSFER,RMFR,NURSING,NURSING,"289 N RALEIGH ST, DENVER CO 80219"
,CAT,DOMESTIC SH,GRAY,M,KITTN,00:00.0,3/1/2024,3/5/2024,OWNER SUR,NONCONFIRM,TRANSFER,RMFR,UNWEANED,T/R TO YNG,"289 N RALEIGH ST, DENVER CO 80219"
,CAT,DOMESTIC SH,GRAY,M,KITTN,00:00.0,3/1/2024,3/5/2024,OWNER SUR,NONCONFIRM,TRANSFER,RMFR,UNWEANED,T/R TO YNG,"289 N RALEIGH ST, DENVER CO 80219"
,CAT,DOMESTIC SH,BRN TABBY,F,KITTN,00:00.0,3/1/2024,3/5/2024,OWNER SUR,NONCONFIRM,TRANSFER,RMFR,UNWEANED,T/R TO YNG,"289 N RALEIGH ST, DENVER CO 80219"
LOUIE,DOG,PIT BULL,GRAY,N,MED,00:00.0,3/1/2024,3/9/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1600 N YATES ST, DENVER CO 80204"
,CAT,DOMESTIC SH,BRN TABBY,S,MED,,3/1/2024,3/2/2024,STRAY,FIELD,EUTH,,SICK,U/U MED ER,"4215 N NAVAJO ST, DENVER CO 80211"
BIG MOMMA,DOG,SIBERIAN HUSKY,WHITE,S,LARGE,00:00.0,3/2/2024,3/9/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,NORMAL,4495 CRYSTAL STREET
BIG MOMMA,DOG,SIBERIAN HUSKY,WHITE,S,LARGE,00:00.0,3/20/2024,3/27/2024,ADOPT RET,OTC,EUTH,,NORMAL,U/U HIS AG,"800 S SHOSHONE ST, DENVER CO 80223"
BIG MOMMA,DOG,SIBERIAN HUSKY,WHITE,S,LARGE,00:00.0,3/13/2024,3/17/2024,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"9268 W 98TH WAY, BROOMFIELD, CO 80021"
SQUIRTLE,CAT,DOMESTIC SH,BRN TABBY,N,MED,00:00.0,3/2/2024,3/13/2024,STRAY TAGS,DROP BOX,TRANSFER,FOOTHILLS,FEARFUL,U/U HIS AG,"1241 W BAYAUD AVE, DENVER CO 80223"
MIKE,DOG,YORKSHIRE TERR,BROWN,M,SMALL,00:00.0,3/2/2024,3/2/2024,STRAY,FIELD,RTO,OFFICE,INJURED,INJURED,"5522 N DEARBORN ST, DENVER CO 80239"
,OTHER,SQUIRREL,BROWN,M,MED,,3/2/2024,3/2/2024,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"808 E COLFAX AVE, DENVER CO 80218"
FLARRY,DOG,LABRADOR RETR,TAN,N,MED,00:00.0,3/2/2024,3/23/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1780 W 6TH AVE, DENVER, CO 80204"
CHACHI,DOG,DACHSHUND,BLACK,M,SMALL,00:00.0,3/2/2024,3/9/2024,STRAY,OTC,TRANSFER,CSDRH,AGED,T/M GERAT,1102 W OXFORD PLACE ENGLEWOOD CO 80110
BLARNEY,DOG,FLAT COAT RETR,BLACK,N,LARGE,00:00.0,3/2/2024,3/19/2024,CONFISCATE,FIELD,TRANSFER,PAWS & CO,AGED,T/M GERAT,"800 N BROADWAY, DENVER CO 80203"
COCO,DOG,ENG SPRNGR SPAN,LIVER,N,LARGE,00:00.0,3/2/2024,3/4/2024,OWNER SUR,OTC,RTO,EMAIL,NORMAL,NORMAL,"160 S PERRY ST, DENVER CO 80219"
BOO,DOG,PEKINGESE,TAN,S,SMALL,00:00.0,3/2/2024,3/3/2024,STRAY,FIELD,EUTH,U/U EQ,INJURED,CREMATION,"1527 S JASMINE ST, DENVER CO 80224"
,OTHER,RACCOON,GRAY,U,MED,,3/2/2024,3/2/2024,STRAY,FIELD,EUTH,,WILDLIFE,U/U WILDLF,"7100 E MARTIN LUTHER KING JR BLVD, DENVER CO 80207"
KIARA,DOG,OLDENG SHEEPDOG,GRAY,F,MED,00:00.0,3/3/2024,3/3/2024,STRAY TAGS,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,15581 E 104 80022
ANAKIN,DOG,BOXER,BR BRINDLE,N,LARGE,00:00.0,3/3/2024,3/9/2024,STRAY TAGS,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"15250 E 40TH AVE,, DENVER CO 80239"
WAYA,DOG,SIBERIAN HUSKY,BLACK,N,LARGE,00:00.0,3/3/2024,3/3/2024,STRAY,DROP BOX,RTO,OFFICE,NORMAL,NORMAL,VINE AND ILIFF 80210
MAEVE,DOG,BELG MALINOIS,BLACK,S,LARGE,00:00.0,3/3/2024,3/16/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,T/M FEARFU,COLFAX 80223
MOONDANCE,CAT,DOMESTIC LH,BLACK,S,SMALL,00:00.0,3/3/2024,3/18/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"S BIRCH ST, DENVER CO 80020"
FIBI,DOG,PUG,FAWN,S,SMALL,00:00.0,3/16/2024,3/16/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
PAPA,DOG,CANE CORSO,GRAY,M,PUPPY,00:00.0,3/3/2024,3/3/2024,OWNER SUR,FIELD,EUTH,,SICK,CREMATION,"2499 S COLORADO BLVD, DENVER CO 80210"
SAWYER,DOG,LABRADOR RETR,BLACK,S,LARGE,00:00.0,3/3/2024,3/4/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"5400 S JAY CIR, LITTLETON, CO 80123"
,CAT,DOMESTIC SH,BLACK,M,SMALL,,3/3/2024,3/6/2024,STRAY,OTC,DISPOSAL,DOA,DEAD,DEAD,"4500 N PECOS ST, DENVER CO 80211"
SWEET POTATO,DOG,CHIHUAHUA SH,TRICOLOR,S,SMALL,00:00.0,3/3/2024,3/28/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,T/M GERAT,1163 S KING ST DENVER 80219
BOBA,DOG,AM PIT BULL TER,BLACK,F,LARGE,00:00.0,3/3/2024,3/18/2024,STRAY TAGS,OTC,EUTH,,NORMAL,U/U AGG,"3332 WEST AVE, DENVER CO 80219"
SUGAR,DOG,AM PIT BULL TER,GRAY,F,LARGE,00:00.0,3/3/2024,3/18/2024,STRAY TAGS,OTC,EUTH,,NORMAL,U/U AGG,"3332 WEST AVE, DENVER CO 80219"
,DOG,LABRADOR RETR,CHOCOLATE,M,MED,00:00.0,3/3/2024,3/8/2024,STRAY,OTC,EUTH,,NORMAL,U/U MED SV,"1955 ARAPAHOE ST, DENVER, CO 80202"
SIENNA,DOG,CHIHUAHUA SH,BLACK,S,SMALL,,3/3/2024,3/3/2024,STRAY,FIELD,RTO,FIELD,INJURED,INJURED,"3300 S TAMARAC DR, DENVER CO 80231"
ZIGGY,DOG,AUST CATTLE DOG,BLUE TICK,M,LARGE,00:00.0,3/4/2024,3/5/2024,CONFISCATE,FIELD,RTO,EMAIL,NORMAL,NORMAL,"4100 N ZUNI ST, DENVER CO 80211"
DUBLIN,DOG,LABRADOR RETR,BLACK,N,MED,00:00.0,3/4/2024,3/12/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"380 S PECOS ST, DENVER CO 80223"
HERO,CAT,DOMESTIC LH,BLACK,S,MED,00:00.0,3/4/2024,3/23/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,PREGNANT,"1241 W BAYAUD AVE, DENVER CO 80223"
MITTENS,CAT,DOMESTIC MH,BLACK,N,MED,00:00.0,3/4/2024,3/6/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1246 N RALEIGH ST DENVER,CO80204"
,BIRD,DOVE,GRAY,U,SMALL,,3/4/2024,3/4/2024,STRAY,OTC,TRANSFER,GREENWOOD,INJURED,T/M EXOTIC,"406 S QUITMAN ST, DENVER CO 80219"
DAISY,DOG,GERM SHEPHERD,TRICOLOR,S,MED,00:00.0,3/4/2024,3/17/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"5130 E ASBURY AVE, DENVER CO 80222"
BIGOTES,CAT,DOMESTIC SH,BLACK,N,KITTN,00:00.0,3/4/2024,3/7/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"13800 E ALBROOK DR, DENVER CO 80239"
BIGOTES,CAT,DOMESTIC SH,BLACK,N,KITTN,00:00.0,3/12/2024,3/16/2024,ADOPT RET,OTC,ADOPTION,EMAIL,NORMAL,NORMAL,"1640 S FEDERAL BLVD, DENVER CO 80219"
VIOLET,CAT,DOMESTIC SH,BLACK,S,KITTN,00:00.0,3/4/2024,3/7/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"13800 E ALBROOK DR, DENVER CO 80239"
BEATRICE,CAT,DOMESTIC MH,BLACK,S,SMALL,00:00.0,3/4/2024,3/12/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,NORMAL,"6804 LOWELL BLVD, DENVER, CO 80221"
INNOGEN,CAT,DOMESTIC MH,BLACK,S,SMALL,00:00.0,3/4/2024,3/12/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"6804 LOWELL BLVD, DENVER, CO 80221"
SASHIMI,CAT,DOMESTIC SH,DILUTED,S,SMALL,00:00.0,3/4/2024,3/11/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"6804 LOWELL BLVD, DENVER, CO 80221"
LUCKY CHARMS,DOG,AM PIT BULL TER,WHITE,S,MED,00:00.0,3/4/2024,3/12/2024,STRAY,FIELD,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"16111 E 55TH AVE, DENVER CO 80239"
,OTHER,FOX,BROWN,U,SMALL,,3/4/2024,3/4/2024,STRAY,FIELD,RELOCATE,,NORMAL,NORMAL,"3333 RINGSBY CT, DENVER CO 80216"
BRUCE,CAT,DOMESTIC SH,BLACK,N,SMALL,00:00.0,3/4/2024,3/11/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4725 S LOWELL BLVD, DENVER CO 80123"
IRELAND,DOG,CHOW CHOW,TAN,U,MED,,3/4/2024,3/12/2024,STRAY,FIELD,EUTH,,NORMAL,U/U AGG,"5540 N BLACKHAWK WAY, DENVER CO 80239"
WOODIE,DOG,AUST CATTLE DOG,WHITE,N,MED,00:00.0,3/5/2024,3/31/2024,STRAY,NIGHT OWN,ADOPTION,EMAIL,NORMAL,T/M FEARFU,"1241 W BAYAUD AVE, DENVER CO 80223"
,DOG,PIT BULL,GRAY,F,PUPPY,,3/3/2024,3/3/2024,STRAY,FIELD,DIED,,DEAD,DEAD,"700 S POPLAR ST, DENVER CO 80224"
,CAT,DOMESTIC MH,BLACK,F,SMALL,,3/5/2024,3/7/2024,CONFISCATE,FIELD,TRANSFER,CSU,DEAD,DEAD,"2080 S QUEBEC ST, DENVER CO 80231"
SAMANTHA,DOG,GERM SHEPHERD,SABLE,F,LARGE,00:00.0,3/5/2024,3/7/2024,STRAY,DROP BOX,RTO,OFFICE,NORMAL,U/U MED SV,"1983 STOUT ST, DENVER CO 80205"
DELILAH,DOG,LABRADOR RETR,YELLOW,F,LARGE,00:00.0,3/20/2024,3/24/2024,CONFISCATE,POLICE,RTO,OFFICE,NORMAL,NORMAL,"4040 N QUEBEC ST, DENVER CO 80216"
DELILAH,DOG,AUST CATTLE DOG,BLACK,S,LARGE,00:00.0,3/5/2024,3/20/2024,PUBLIC SN,S-HOUSELES,TRANSFER,BOULDER HM,NORMAL,T/M MED MO,PUBLIC S/N
YUI,DOG,LABRADOR RETR,BLACK,S,MED,00:00.0,3/5/2024,3/9/2024,OWNER SUR,FIELD,ADOPTION,EMAIL,NORMAL,NORMAL,"78 N SHERMAN ST, DENVER CO 80203"
,DOG,YORKSHIRE TERR,BROWN,M,SMALL,00:00.0,3/5/2024,3/9/2024,STRAY,OTC,EUTH,,AGED,T/M GERAT,"5047 N ORLEANS CT DENVER,CO 80249"
NUGGET,DOG,AUST SHEPHERD,WHITE,S,MED,00:00.0,3/13/2024,3/13/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
,BIRD,GOOSE,BLACK,U,MED,,3/5/2024,3/5/2024,STRAY,FIELD,DISPOSAL,DOA,DEAD,DEAD,"4900 N SHERIDAN BLVD, DENVER CO 80212"
,DOG,DOBERMAN PINSCH,TAN,F,LARGE,00:00.0,3/5/2024,3/16/2024,STRAY TAGS,NIGHT OWN,EUTH,,NORMAL,U/U HIS AG,"1241 W BAYAUD AVE, DENVER CO 80223"
ROCKY,DOG,POODLE STND,BROWN,N,LARGE,00:00.0,3/5/2024,3/5/2024,OWNER SUR,OTC,EUTH,U/U EQ,*AGG HIST*,AGGRESSIVE,"2105 N DOWNING ST, DENVER CO 80205"
,OTHER,SKUNK,BLACK,U,SMALL,,3/5/2024,3/5/2024,STRAY,FIELD,EUTH,,INJURED,INJURED,"3530 N FAIRFAX ST, DENVER CO 80207"
,BIRD,HAWK,BROWN,U,LARGE,,3/5/2024,3/5/2024,STRAY,FIELD,TRANSFER,BIRDS PREY,INJURED,INJURED,"4499 E MONTANA PL, DENVER CO 80222"
PADDY,DOG,AM PIT BULL TER,FAWN,N,MED,00:00.0,3/5/2024,3/12/2024,STRAY,FIELD,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"780 N DELAWARE ST, DENVER CO 80204"
KOSITA,DOG,POODLE MIN,BROWN,N,SMALL,00:00.0,3/19/2024,3/19/2024,PUBLIC SN,OTC,,,NORMAL,,PUBLIC SN
OLIVER,DOG,POODLE MIN,WHITE,N,SMALL,00:00.0,3/11/2024,3/11/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
YODA,DOG,FRENCH BULLDOG,BLACK,N,MED,00:00.0,3/5/2024,3/21/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"4655 N HUMBOLDT ST, DENVER CO 80216"
BLU,DOG,AMER BULLDOG,BROWN,N,LARGE,00:00.0,3/5/2024,3/5/2024,OWNER SUR,OTC,EUTH,U/U EQ,SICK,CREMATION,"973 S PERRY ST, DENVER CO 80219"
ANEKA,CAT,DOMESTIC SH,BLACK,S,MED,00:00.0,3/5/2024,3/17/2024,CONFISCATE,FIELD,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"901 N SHERMAN ST, DENVER CO 80203"
,DOG,LABRADOR RETR,BLACK,F,LARGE,00:00.0,3/5/2024,3/9/2024,STRAY TAGS,FIELD,EUTH,,NORMAL,U/U AGG,"800 S VALENTIA ST, DENVER CO 80247"
COOKIE,DOG,AUST CATTLE DOG,BLACK,F,MED,00:00.0,3/6/2024,3/13/2024,OWNER SUR,OTC,EUTH,,NORMAL,U/U AGG,"5594 N HANNIBAL ST, DENVER CO 80239"
BOY,DOG,ENG BULLDOG,BROWN,N,MED,00:00.0,3/6/2024,3/6/2024,STRAY,DROP BOX,RTO,EMAIL,NORMAL,NORMAL,"1241 W BAYAUD AVE, DENVER CO 80223"
NOODLZ,CAT,DOMESTIC SH,GRAY,S,LARGE,00:00.0,3/6/2024,3/20/2024,STRAY,DROP BOX,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1241 W BAYAUD AVE, DENVER CO 80223"
,CAT,DOMESTIC MH,GRAY,M,MED,00:00.0,3/6/2024,3/6/2024,STRAY,FIELD,EUTH,,SICK,SICK,"2759 S DEPEW ST, DENVER CO 80227"
BILLY,DOG,DUTCH SHEPHERD,BR BRINDLE,N,PUPPY,00:00.0,3/6/2024,3/6/2024,STRAY,FIELD,RTO,FIELD,NORMAL,NORMAL,"4527 N LOGAN ST, DENVER CO 80216"
BILLY,DOG,DUTCH SHEPHERD,BR BRINDLE,N,PUPPY,00:00.0,6/21/2024,,OWNER SUR,FIELD,TRANSFER,,NORMAL,T/M H SEP,"2551 31ST ST, DENVER CO 80216"
COPPER,DOG,LABRADOR RETR,RED,M,LARGE,00:00.0,3/6/2024,3/7/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"828 N BROADWAY, DENVER CO 80203"
LUNA,DOG,CAIRN TERRIER,TAN,S,SMALL,00:00.0,3/6/2024,3/8/2024,OWNER SUR,NONCONFIRM,ADOPTION,EMAIL,NORMAL,T/M MED MO,"3215 S PARKER RD, DENVER CO 80014"
,CAT,DOMESTIC LH,BLACK,U,SMALL,,3/6/2024,3/9/2024,STRAY,OTC,DISPOSAL,DOA,DEAD,DEAD,"3780 N ZENOBIA ST, DENVER CO 80212"
LOLA,CAT,DOMESTIC SH,TORTIE,S,MED,00:00.0,3/6/2024,3/20/2024,OWNER SUR,BITE,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"3974 S TAMARAC DR, DENVER CO 80237"
LOLA,CAT,DOMESTIC SH,TORTIE,S,MED,00:00.0,3/24/2024,4/5/2024,ADOPT RET,BITE,RTO,OFFICE,*AGG HIST*,H-HEALTHY,"357 N BANNOCK ST, DENVER CO 80223"
FLEUR,DOG,CHIHUAHUA SH,BLACK,S,SMALL,00:00.0,3/6/2024,3/17/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M H FEAR,"3215 S PARKER RD, DENVER CO 80014"
FLEUR,DOG,CHIHUAHUA SH,BLACK,S,SMALL,00:00.0,4/17/2024,4/21/2024,ADOPT RET,DROP BOX,ADOPTION,EMAIL,NORMAL,T/M H FEAR,"1241 W BAYAUD AVE, DENVER CO 80223"
ESTRELLA,DOG,POODLE MIN,WHITE,S,SMALL,00:00.0,3/6/2024,3/6/2024,STRAY TAGS,OTC,RTO,OFFICE,NORMAL,NORMAL,"ALAMEDA & IRVING, DENVER, CO"
,OTHER,RACCOON,GRAY,U,MED,,3/6/2024,3/6/2024,STRAY,FIELD,EUTH,,SICK,U/U WILDLF,"4455 N GRANT ST, DENVER CO 80216"
BELLA,DOG,AM PIT BULL TER,BR BRINDLE,F,MED,00:00.0,3/6/2024,3/9/2024,OWNER SUR,OTC,EUTH,U/U EQ,*AGG HIST*,U/U HIS AG,"2785 S GREEN CT, DENVER CO 80236"
,DOG,CAVALIER SPAN,TAN,M,PUPPY,00:00.0,3/6/2024,3/7/2024,STRAY,OTC,EUTH,,INJURED,U/U MED ER,"4645 MORRISON RD, DENVER CO 80219"
FURMINO,CAT,DOMESTIC SH,GRAY TABBY,S,SMALL,,3/6/2024,3/9/2024,STRAY TAGS,OTC,DISPOSAL,DOA,DEAD,CREMATION,"100 N LOGAN ST, DENVER CO 80203"
ROCKY,DOG,AM PIT BULL TER,DILUTED,M,LARGE,00:00.0,3/6/2024,3/10/2024,OWNER SUR,OTC,EUTH,,NORMAL,U/U HGH AR,"4940 N KALISPELL ST, DENVER CO 80239"
URSULA,CAT,DOMESTIC SH,BLACK,S,SMALL,00:00.0,3/6/2024,3/13/2024,STRAY,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1236 S SENECA WAY, DENVER CO 80223"
JOEY,DOG,LABRADOR RETR,BLACK,N,MED,00:00.0,3/6/2024,3/26/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,T/M ESCAPE,"11100 E DARTMOUTH AVE, DENVER CO 80014"
AVA,DOG,BOXER,BLACK,S,LARGE,00:00.0,3/6/2024,3/7/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"728 S LIPAN ST, DENVER CO 80223"
AVA,DOG,BOXER,BLACK,S,LARGE,00:00.0,4/3/2024,4/3/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
IVY,DOG,LABRADOR RETR,BROWN,S,LARGE,00:00.0,4/3/2024,4/3/2024,PUBLIC SN,OTC,PICK UP SN,,NORMAL,NORMAL,PUBLIC SN
IVY,DOG,LABRADOR RETR,BROWN,S,LARGE,00:00.0,3/6/2024,3/7/2024,STRAY,OTC,RTO,OFFICE,NORMAL,NORMAL,"728 S LIPAN ST, DENVER CO 80223"
CHIQUIS,DOG,CHIHUAHUA SH,BLACK,S,SMALL,00:00.0,3/6/2024,3/17/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1163 S RARITAN ST, DENVER CO 80223"
BENTLY,DOG,CHIHUAHUA SH,TAN,N,SMALL,00:00.0,3/6/2024,3/13/2024,OWNER SUR,OTC,ADOPTION,EMAIL,NORMAL,H-HEALTHY,"1163 S RARITAN ST, DENVER CO 80223"
,OTHER,SQUIRREL,BROWN,U,PUPPY,,3/6/2024,3/6/2024,STRAY,FIELD,RELOCATE,,UNWEANED,UNWEANED,"5030 E HAMPDEN AVE, DENVER CO 80237"
NOVA,DOG,ENG BULLDOG,TAN,F,MED,,3/6/2024,3/19/2024,CONFISCATE,FIELD,EUTH,,NORMAL,U/U HIS AG,"20303 E 44TH AVE, DENVER CO 80249"
SMOKE,DOG,ENG BULLDOG,BLACK,M,MED,,3/6/2024,3/19/2024,CONFISCATE,FIELD,EUTH,,NORMAL,U/U HIS AG,"20303 E 44TH AVE, DENVER CO 80249"
,CAT,DOMESTIC SH,BLACK,M,SMALL,00:00.0,3/7/2024,3/9/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
,CAT,DOMESTIC SH,BLACK,F,KITTN,00:00.0,3/7/2024,3/10/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
,CAT,DOMESTIC SH,BLACK,F,KITTN,00:00.0,3/7/2024,3/10/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
COLA,DOG,GERM SHEPHERD,TAN,F,LARGE,00:00.0,3/7/2024,3/9/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
NOVA,DOG,GERM SHEPHERD,TAN,F,LARGE,00:00.0,3/7/2024,3/9/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
BENJI,DOG,BORDER TERRIER,TAN,M,TOY,00:00.0,3/7/2024,3/9/2024,STRAY,OWNER HOSP,RTO,OFFICE,SICK,NORMAL,"4555 N GENEVA ST, DENVER CO 80238"
